,2 MAANTHUI Number of houses 1 – 10,3 MGEMOMV Avg size household 1 – 6,4 MGEMLEEF Avg age see L1,10 MRELGE Married,11 MRELSA Living together,12 MRELOV Other relation,13 MFALLEEN Singles,14 MFGEKIND Household without children,15 MFWEKIND Household with children,16 MOPLHOOG High level education,17 MOPLMIDD Medium level education,18 MOPLLAAG Lower level education,30 MHHUUR Rented house,31 MHKOOP Home owners,32 MAUT1 1 car,33 MAUT2 2 cars,34 MAUT0 No car,35 MZFONDS National Health Service,36 MZPART Private health insurance,37 MINKM30 Income < 30.000,38 MINK3045 Income 30-45.000,39 MINK4575 Income 45-75.000,40 MINK7512 Income 75-122.000,41 MINK123M Income >123.000,42 MINKGEM Average income,43 MKOOPKLA Purchasing power class,76 ALEVEN Number of life insurances
4436,1,2,4,7,0,2,2,6,2,3,5,1,6,3,7,2,0,3,6,2,4,4,1,0,5,6,0
4437,1,3,3,5,1,3,3,2,4,2,3,5,5,4,4,2,4,7,2,3,5,1,1,0,3,4,0
4438,1,3,3,7,0,2,1,4,4,4,5,1,7,2,6,1,2,5,4,1,1,8,0,0,5,6,0
4439,1,4,2,8,1,1,1,2,6,1,3,6,7,2,8,1,1,9,0,2,6,2,0,0,3,2,0
4440,1,2,2,3,3,3,3,4,2,2,3,5,9,0,5,0,4,9,0,5,3,1,0,0,2,1,0
4441,1,4,3,7,1,2,0,0,9,3,6,0,0,9,6,2,1,5,4,0,0,5,0,4,9,7,2
4442,1,3,2,7,0,2,0,3,6,3,6,1,1,8,7,2,0,5,4,2,4,3,2,0,5,8,1
4443,1,3,3,9,0,0,0,3,6,5,3,2,0,9,7,2,0,2,7,0,5,0,4,0,7,7,0
4444,1,2,4,5,0,4,4,5,1,0,1,8,3,6,5,1,4,9,0,1,7,2,0,0,4,3,0
4445,2,4,4,6,3,0,0,3,6,3,4,3,0,9,9,0,0,5,4,3,4,3,0,0,3,1,0
4446,1,3,3,3,4,2,0,5,4,0,3,6,2,7,5,2,3,6,3,0,6,2,2,1,5,5,0
4447,1,3,3,5,1,3,3,2,4,2,3,5,5,4,4,2,4,7,2,3,5,1,1,0,3,4,0
4448,1,4,3,8,1,1,0,3,6,3,4,2,1,8,8,0,1,4,5,1,4,4,1,1,4,7,0
4449,1,2,4,6,0,3,3,4,3,2,4,4,7,2,5,2,3,4,5,3,2,5,0,0,4,6,0
4450,1,3,3,9,0,0,0,3,6,5,3,2,0,9,7,2,0,2,7,0,5,0,4,0,7,7,0
4451,1,2,3,7,2,0,0,5,4,0,3,6,0,9,4,4,2,6,3,2,5,3,0,0,3,3,0
4452,1,2,4,9,0,0,0,6,3,0,0,9,9,0,7,2,0,9,0,5,4,0,0,0,3,3,1
4453,1,2,4,7,0,2,0,5,4,2,2,6,0,9,5,4,0,6,3,0,7,2,0,0,4,5,0
4454,1,2,4,5,1,4,4,2,4,1,3,6,2,7,5,1,4,6,3,3,4,2,1,0,3,1,0
4455,1,2,4,6,2,1,2,7,1,2,3,5,7,2,7,2,1,5,4,3,2,4,1,0,3,2,0
4456,1,3,3,7,0,2,0,5,4,2,4,4,2,7,7,2,0,2,7,0,5,4,0,0,4,1,1
4457,1,2,2,2,2,5,5,3,1,1,4,4,7,2,6,0,3,7,2,4,3,2,1,0,3,5,0
4458,1,4,2,6,1,3,0,3,6,0,2,7,2,7,6,1,2,6,3,0,0,9,0,0,5,4,0
4459,1,2,3,5,2,2,2,4,4,1,5,4,8,1,6,2,2,8,1,2,5,2,1,1,4,4,0
4460,1,3,3,6,1,2,2,3,5,2,4,3,4,5,6,2,1,4,5,2,2,4,1,1,5,3,0
4461,1,3,3,9,0,0,0,4,5,0,4,5,3,6,6,2,1,5,4,0,0,7,2,0,6,6,0
4462,1,2,2,2,3,4,3,4,2,1,5,4,8,1,6,1,3,8,1,5,4,1,0,0,2,2,0
4463,1,2,4,6,2,1,1,5,3,0,3,6,6,3,6,0,3,5,4,2,2,5,0,0,4,5,0
4464,1,3,3,9,0,0,0,3,6,1,2,7,5,4,6,1,2,7,2,2,4,3,1,0,4,3,0
4465,2,4,3,8,1,1,1,3,6,1,7,2,1,8,8,0,1,4,5,0,5,4,0,0,4,6,0
4466,1,2,4,2,2,6,4,2,4,0,2,7,7,2,2,2,6,7,2,7,2,0,0,0,2,3,0
4467,1,1,4,7,1,2,5,4,1,4,4,2,9,0,5,0,4,5,4,5,3,2,0,0,3,2,0
4468,1,3,2,6,3,0,0,4,5,5,3,2,0,9,6,3,0,2,7,0,3,4,3,1,7,7,0
4469,1,2,3,5,1,4,3,3,4,2,2,6,4,5,6,1,2,7,2,3,5,2,0,0,3,6,0
4470,1,2,4,5,1,4,2,5,2,4,3,3,1,8,5,1,3,5,4,1,2,4,3,1,6,3,0
4471,1,2,4,6,0,3,3,6,1,1,4,5,7,2,7,0,2,9,0,5,2,2,0,0,3,1,0
4472,2,3,3,6,1,2,2,3,4,3,4,3,3,6,6,2,2,6,3,2,3,4,2,1,5,8,0
4473,1,2,3,4,2,4,4,4,3,1,3,5,6,3,6,1,3,8,1,4,3,3,0,0,3,1,0
4474,1,3,3,9,0,0,0,4,5,1,2,7,4,5,6,2,2,7,2,2,5,2,1,0,4,4,0
4475,1,3,3,7,0,2,2,4,3,0,7,2,9,0,9,0,0,9,0,4,5,0,0,0,3,4,0
4476,1,3,2,9,0,0,1,3,5,4,5,0,0,9,7,2,0,2,7,0,0,5,0,4,0,3,0
4477,1,4,2,7,2,0,0,4,5,0,3,6,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
4478,2,5,3,9,0,0,0,3,6,0,4,5,3,6,9,0,0,9,0,6,0,3,0,0,3,5,0
4479,1,3,3,8,1,1,1,5,3,0,3,6,3,6,6,2,2,6,3,2,7,1,1,0,3,4,0
4480,1,2,2,0,5,4,2,5,3,0,4,5,9,0,7,0,2,9,0,4,2,3,0,0,3,2,0
4481,1,3,3,7,0,2,2,2,6,0,3,6,9,0,5,2,3,7,2,3,4,2,0,0,3,4,0
4482,1,2,4,4,2,3,3,2,4,0,0,9,5,5,5,2,3,9,0,3,2,4,0,0,3,3,1
4483,1,1,2,6,0,3,6,3,1,0,2,7,9,0,4,3,3,9,0,4,5,0,0,0,3,1,0
4484,1,2,3,6,2,3,3,4,3,1,4,5,5,4,6,1,3,7,2,3,4,3,1,0,3,3,0
4485,1,2,4,9,0,0,0,7,2,3,3,3,0,9,9,0,0,2,7,5,0,3,3,0,5,3,0
4486,1,3,2,7,0,2,0,1,8,0,3,6,9,0,7,2,0,9,0,2,6,1,0,0,3,5,0
4487,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0
4488,1,2,4,6,0,3,3,4,3,0,2,7,0,9,3,3,3,2,7,3,6,1,0,0,3,3,0
4489,1,3,2,6,3,1,1,4,5,2,6,2,8,1,6,3,1,5,4,1,4,4,1,1,5,6,0
4490,1,3,2,7,1,2,1,2,6,2,5,3,6,3,7,1,2,5,4,1,4,4,1,0,4,6,0
4491,1,2,3,6,2,3,3,4,3,1,4,5,5,4,6,1,3,7,2,3,4,3,1,0,3,3,0
4492,2,2,5,5,2,4,4,5,1,1,1,7,7,2,5,0,4,5,4,0,5,5,0,0,5,1,0
4493,1,2,3,5,1,4,3,3,3,0,4,5,2,7,5,1,4,7,2,3,3,3,0,0,3,4,0
4494,1,4,2,7,2,0,0,4,5,0,3,6,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
4495,1,2,4,2,0,7,4,3,2,0,4,6,1,8,5,0,4,9,0,4,3,3,0,0,3,2,0
4496,1,4,3,9,0,0,0,4,5,2,4,4,5,4,9,0,0,7,2,4,0,5,0,0,4,6,0
4497,1,2,3,5,2,2,2,5,2,2,2,6,9,0,7,2,1,7,2,3,1,6,1,0,4,2,0
4498,1,3,2,6,1,2,2,2,6,1,3,6,8,1,6,2,2,9,0,6,2,1,0,0,2,4,0
4499,1,2,2,4,2,3,3,5,2,1,3,6,9,0,4,0,5,7,2,3,4,2,0,0,3,2,0
4500,1,3,2,6,1,3,0,4,5,0,3,6,3,6,6,1,2,6,3,0,0,9,0,0,5,4,0
4501,1,1,5,7,1,2,8,1,1,0,3,6,1,8,6,2,1,5,4,4,1,1,4,0,6,6,0
4502,2,2,3,7,1,2,4,4,2,0,3,6,7,2,6,2,1,5,4,5,3,1,0,0,3,4,0
4503,1,2,3,9,0,0,0,6,3,3,5,2,5,4,7,2,0,7,2,2,4,2,1,0,4,1,0
4504,1,3,3,7,0,2,1,2,6,4,3,2,2,7,6,3,1,4,5,1,2,6,2,0,6,7,0
4505,1,4,2,7,1,2,2,4,4,5,4,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6,0
4506,1,3,4,9,0,0,0,6,3,0,6,3,4,6,9,0,0,6,4,3,4,4,0,0,4,6,0
4507,1,3,3,6,0,3,2,3,5,1,2,6,2,7,7,0,2,7,2,0,4,5,0,0,4,3,1
4508,1,4,3,6,0,3,3,0,6,6,3,0,8,1,3,2,4,4,5,0,1,8,1,0,6,7,0
4509,1,3,3,6,0,3,2,3,4,1,2,7,1,8,7,0,2,7,2,0,5,4,0,0,4,3,0
4510,1,3,3,5,2,3,2,3,4,2,3,5,3,6,5,1,3,7,2,3,4,2,1,1,4,4,1
4511,1,2,3,4,3,3,2,3,4,1,4,5,8,1,6,1,2,8,1,3,4,2,0,0,3,4,0
4512,1,2,3,6,1,3,2,4,3,3,4,3,2,7,6,2,2,4,5,2,2,4,2,1,5,6,0
4513,1,2,4,3,0,6,4,2,3,0,0,9,7,2,2,2,6,9,0,5,4,0,0,0,2,1,0
4514,1,2,4,6,2,1,2,7,1,2,3,5,7,2,7,2,1,5,4,3,2,4,1,0,3,2,0
4515,1,2,4,4,2,3,3,2,4,0,0,9,5,5,5,2,3,9,0,3,2,4,0,0,3,3,1
4516,1,3,2,9,0,0,0,3,6,0,4,5,0,9,9,0,0,9,0,1,5,4,0,0,4,3,0
4517,1,3,3,8,0,1,1,2,6,4,3,2,2,7,6,3,1,4,5,1,1,5,3,0,6,7,0
4518,1,3,3,6,1,2,2,3,5,2,4,3,4,5,6,2,1,4,5,2,2,4,1,1,5,7,0
4519,1,2,3,7,1,1,2,4,4,2,3,4,3,6,4,2,4,6,3,2,3,4,0,0,4,4,0
4520,1,3,3,7,1,2,1,4,4,2,3,4,3,6,7,2,1,5,4,3,2,3,2,0,4,5,0
4521,1,2,4,4,1,5,5,4,1,1,3,5,8,2,5,1,3,8,1,5,4,1,0,0,3,2,0
4522,1,2,3,3,2,5,4,3,3,2,4,4,8,1,4,1,5,8,1,5,4,1,0,0,3,4,0
4523,1,3,3,5,2,3,2,3,4,2,3,5,3,6,5,1,3,7,2,3,4,2,1,1,4,1,0
4524,1,3,3,6,0,3,2,3,4,1,2,7,1,8,7,0,2,7,2,0,5,4,0,0,4,3,0
4525,1,3,3,9,0,0,0,3,6,5,3,2,0,9,7,2,0,2,7,0,5,0,4,0,7,7,0
4526,1,3,3,7,1,1,1,1,8,4,4,1,1,8,9,0,0,6,3,3,2,5,0,0,4,8,0
4527,1,4,2,4,0,5,4,4,2,2,4,4,3,6,5,2,2,5,4,3,3,2,3,0,4,7,0
4528,1,4,3,6,2,2,0,4,5,0,4,5,5,4,6,2,2,8,1,0,0,4,5,0,7,5,0
4529,2,2,2,4,2,4,4,4,1,7,2,1,5,4,6,2,2,3,6,2,2,3,3,1,5,2,0
4530,1,3,3,8,1,1,1,3,6,1,4,5,1,8,5,4,1,5,4,2,3,4,1,0,4,4,0
4531,2,3,2,7,2,1,1,4,5,4,5,1,7,2,7,1,2,5,4,1,4,5,1,0,4,6,0
4532,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0
4533,2,3,3,7,0,2,2,2,6,3,4,3,0,9,7,2,0,4,5,2,3,3,2,1,6,8,2
4534,1,2,3,4,2,4,4,4,3,1,3,5,6,3,6,1,3,8,1,4,3,3,0,0,3,3,0
4535,1,2,5,5,0,4,4,4,2,0,2,7,5,4,5,2,3,5,4,7,2,0,0,0,2,2,0
4536,1,2,2,3,4,3,3,4,3,6,2,2,7,2,7,2,0,3,6,2,2,6,0,0,4,6,0
4537,1,3,3,7,0,2,1,4,4,2,3,5,4,5,6,0,3,7,2,1,4,4,0,0,4,3,0
4538,1,3,3,7,0,2,0,5,4,2,4,4,2,7,7,2,0,2,7,0,5,4,0,0,4,1,1
4539,1,1,4,7,1,2,9,0,0,0,0,9,9,0,6,2,1,5,4,5,5,0,0,0,3,4,0
4540,1,3,4,6,0,3,3,4,3,0,7,2,2,7,6,3,0,3,6,0,7,2,0,0,4,3,0
4541,1,3,3,7,1,2,0,3,6,0,0,9,0,9,7,1,2,7,2,0,9,0,0,0,3,4,0
4542,1,3,3,6,0,3,2,3,5,1,2,6,2,7,7,0,2,7,2,0,4,5,0,0,4,3,0
4543,1,4,2,8,0,1,0,1,8,0,1,8,9,0,7,2,0,9,0,3,6,1,0,0,3,3,0
4544,1,3,2,6,0,3,2,2,6,0,4,5,5,4,5,1,3,7,2,4,4,2,0,0,3,3,0
4545,1,3,3,7,1,2,1,4,4,0,2,7,4,5,6,3,1,7,2,2,5,1,2,0,4,5,0
4546,1,2,2,1,3,5,4,3,2,1,4,5,8,1,7,0,2,6,3,5,3,1,1,0,3,2,0
4547,1,2,2,5,2,2,3,2,5,1,2,7,8,1,7,1,2,8,1,3,5,2,1,1,3,1,0
4548,1,2,3,4,1,5,4,2,3,1,3,5,5,4,5,1,3,8,1,5,3,2,0,0,3,2,0
4549,1,2,3,9,0,0,0,5,4,2,4,4,6,3,7,2,0,7,2,3,4,2,1,0,3,5,0
4550,1,3,2,6,3,0,0,4,5,5,3,2,0,9,6,3,0,2,7,0,3,4,3,1,7,7,0
4551,1,3,3,6,3,0,0,4,5,0,0,9,5,4,4,3,3,9,0,0,5,4,0,0,4,1,0
4552,2,3,3,7,0,2,2,1,6,0,2,7,4,5,5,2,3,8,1,3,4,2,0,0,3,3,0
4553,1,3,3,6,2,2,2,4,4,2,5,3,4,5,7,1,2,5,4,4,3,3,1,0,4,7,0
4554,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0
4555,1,3,2,9,0,0,1,3,5,4,5,0,0,9,7,2,0,2,7,0,0,5,0,4,0,8,0
4556,1,3,3,7,1,2,3,2,5,1,3,6,5,4,5,2,2,7,2,4,4,1,1,1,3,5,0
4557,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0
4558,1,3,3,6,0,3,3,2,5,5,4,1,0,9,9,0,0,4,5,0,6,3,0,0,4,6,0
4559,1,3,3,7,1,1,1,4,4,1,3,6,2,7,4,4,2,7,2,3,3,3,0,1,4,3,0
4560,1,3,4,7,1,1,1,6,3,4,3,2,1,8,8,1,1,7,2,2,3,5,0,0,5,8,0
4561,1,3,3,7,2,0,0,2,7,2,5,3,8,1,9,0,0,5,4,2,4,3,2,0,5,4,0
4562,2,2,4,5,2,3,3,5,3,0,3,6,5,4,4,5,1,7,2,2,5,1,2,0,4,6,0
4563,1,2,3,6,1,3,2,4,4,2,2,6,5,4,6,1,2,6,3,3,4,2,2,0,4,5,0
4564,1,3,3,9,0,0,0,4,5,0,4,5,3,6,6,2,1,5,4,0,0,7,2,0,6,6,0
4565,1,3,4,6,0,3,0,5,4,1,5,4,5,4,7,0,2,6,3,2,3,4,2,0,5,5,0
4566,1,2,4,7,1,2,0,9,0,0,0,9,5,5,6,2,1,5,4,5,5,0,0,0,3,6,0
4567,1,3,2,8,0,1,1,2,6,2,3,4,5,4,7,2,0,7,2,1,2,5,2,0,5,8,0
4568,1,2,3,5,1,4,3,3,4,2,2,6,4,5,6,1,2,7,2,3,5,2,0,0,3,5,0
4569,1,2,3,7,1,2,3,3,4,1,5,4,4,5,7,1,1,5,4,2,6,2,1,0,3,3,0
4570,1,3,2,8,1,0,0,2,7,0,3,6,3,6,6,3,0,9,0,2,5,2,2,0,4,3,0
4571,1,4,3,8,0,1,1,1,8,2,2,5,1,8,8,1,0,6,3,3,5,2,0,0,3,3,0
4572,1,2,4,7,0,2,2,5,2,4,5,0,6,3,9,0,0,2,7,0,2,5,2,0,6,8,0
4573,1,3,3,6,2,2,1,4,5,2,2,5,4,5,7,1,1,6,3,2,4,2,2,0,4,3,0
4574,1,4,2,9,0,0,0,0,9,0,4,5,7,2,4,5,0,7,2,4,2,2,2,0,4,6,0
4575,1,4,3,6,0,3,0,1,8,5,1,4,4,5,6,2,2,5,4,5,4,0,0,0,3,7,0
4576,1,2,2,5,2,3,3,2,5,1,4,5,8,1,6,1,2,8,1,6,3,1,0,0,2,2,0
4577,1,2,2,3,2,5,4,3,3,4,3,3,4,5,3,2,5,5,4,4,0,3,1,2,5,4,0
4578,1,2,4,5,0,4,3,5,2,1,4,4,3,6,4,2,3,4,5,4,3,0,2,0,4,5,0
4579,1,1,5,0,0,9,7,2,0,2,1,7,8,1,0,0,9,9,0,4,5,0,0,0,2,1,0
4580,1,1,6,1,1,8,7,2,0,0,0,9,9,0,1,0,8,6,3,8,1,0,0,0,2,1,0
4581,1,2,3,5,1,4,3,3,3,0,4,5,2,7,5,1,4,7,2,3,3,3,0,0,3,3,0
4582,1,2,4,6,1,2,2,5,3,1,1,7,3,6,6,2,2,7,2,4,3,2,1,1,4,4,0
4583,1,3,3,5,2,3,2,4,4,3,6,0,5,4,6,0,3,5,4,4,2,1,2,2,6,6,0
4584,1,2,3,6,1,2,2,3,4,3,1,6,2,7,7,0,2,8,1,2,5,2,0,0,3,6,0
4585,1,5,3,9,0,0,0,0,9,6,3,0,0,9,7,2,0,4,5,0,3,3,2,2,7,8,0
4586,1,3,3,7,0,2,0,3,6,0,2,7,5,4,5,2,2,7,2,0,5,3,1,0,4,4,0
4587,1,4,2,8,1,0,0,1,8,5,4,1,0,9,7,1,2,4,5,1,3,6,1,0,5,6,0
4588,1,3,3,6,0,3,1,3,6,1,5,4,9,0,5,0,4,5,4,5,4,1,0,0,3,4,0
4589,1,3,3,7,1,2,1,3,5,0,4,5,0,9,6,2,2,5,4,0,5,3,1,0,4,4,0
4590,1,3,3,6,1,2,2,3,4,3,4,3,3,6,6,2,2,6,3,2,3,4,2,1,5,8,0
4591,1,4,4,6,0,3,2,2,5,0,0,9,3,6,6,1,2,6,3,0,9,0,0,0,4,5,0
4592,1,2,4,7,1,2,2,4,4,5,3,2,0,9,3,5,2,2,7,0,2,5,2,1,6,7,0
4593,1,4,3,9,0,0,0,4,5,2,5,3,4,5,9,0,0,3,6,0,3,3,3,0,6,3,0
4594,1,3,3,6,0,3,0,3,6,4,2,4,0,9,4,5,0,5,4,0,3,6,0,0,4,3,0
4595,1,3,3,9,0,0,0,4,5,1,4,5,4,5,7,2,0,8,1,3,3,4,0,0,3,8,0
4596,1,3,3,7,0,2,0,3,6,0,3,6,2,7,7,2,0,7,2,4,3,3,0,0,3,5,0
4597,1,2,3,6,1,3,4,3,2,0,2,7,0,9,7,0,2,6,3,0,0,6,0,3,9,8,0
4598,1,3,3,5,1,4,3,2,4,0,1,8,8,1,6,1,3,7,2,7,2,0,0,0,2,1,0
4599,1,3,2,5,1,3,3,2,5,1,4,4,7,2,5,1,4,7,2,3,5,2,0,0,3,1,0
4600,1,3,2,5,4,0,0,6,3,6,2,2,0,9,7,2,0,2,7,0,3,3,4,1,6,6,1
4601,1,2,3,0,2,7,6,2,2,0,6,3,7,2,2,0,7,9,0,9,0,0,0,0,2,2,0
4602,1,3,3,6,3,1,1,5,3,2,4,3,2,7,4,0,5,7,2,3,3,2,2,1,4,4,0
4603,1,3,3,7,2,0,0,4,5,1,6,3,8,1,9,0,0,6,3,1,2,6,1,0,5,8,0
4604,1,2,3,3,0,6,1,4,4,0,2,7,9,0,5,0,4,5,4,3,6,1,0,0,3,2,0
4605,2,4,2,9,0,0,0,0,9,0,3,6,2,7,5,4,0,5,4,0,4,5,0,0,4,6,0
4606,1,3,3,6,0,3,2,3,5,1,2,6,2,7,7,0,2,7,2,0,4,5,0,0,4,3,0
4607,1,3,3,5,0,4,2,3,4,0,3,6,4,5,3,2,4,7,2,6,2,2,0,0,2,5,0
4608,1,2,1,4,2,4,2,5,3,1,4,5,9,0,4,0,5,8,1,4,2,4,0,0,3,3,0
4609,1,1,4,5,2,3,9,0,0,0,3,6,5,4,6,1,2,8,1,6,3,0,0,0,2,1,0
4610,2,4,3,9,0,0,0,0,9,0,5,5,0,9,6,3,0,2,7,0,9,0,0,0,3,7,0
4611,1,2,4,5,0,4,3,3,4,1,2,7,3,6,7,1,1,9,0,5,3,1,1,0,3,2,0
4612,1,2,2,4,3,2,3,5,2,1,5,4,5,4,7,1,2,7,2,2,3,4,1,0,4,3,0
4613,1,2,2,3,3,4,4,3,2,2,4,4,8,1,6,0,3,8,1,6,3,1,0,1,2,3,0
4614,1,3,3,4,0,5,3,2,5,1,3,6,2,7,5,1,3,7,2,3,3,3,0,0,3,5,0
4615,1,2,3,4,0,5,5,1,3,1,2,7,3,6,5,0,4,8,1,5,2,3,0,0,2,5,0
4616,1,4,2,8,1,1,0,0,9,0,5,4,3,6,7,2,1,3,6,0,0,0,9,0,8,8,0
4617,1,3,2,5,2,3,1,3,6,1,3,6,8,1,5,1,4,8,1,3,5,2,1,0,3,1,0
4618,1,3,3,9,0,0,0,4,5,3,5,2,0,9,6,3,0,2,7,0,0,9,0,0,6,6,0
4619,1,3,3,6,0,3,2,4,4,4,3,2,0,9,6,3,2,5,4,1,4,4,1,0,5,7,0
4620,1,3,2,6,3,0,0,5,4,1,7,2,0,9,4,5,0,3,6,0,4,4,2,0,5,3,0
4621,8,2,3,3,2,5,4,4,2,3,5,2,4,5,5,1,4,3,6,2,4,3,2,1,5,1,0
4622,2,5,2,7,1,2,0,0,9,0,4,5,2,7,6,2,2,6,3,0,4,5,0,0,4,5,0
4623,1,3,3,6,1,3,2,3,5,1,3,5,8,1,5,1,3,6,3,5,2,2,1,0,3,4,0
4624,2,5,3,9,0,0,0,3,6,0,4,5,3,6,9,0,0,9,0,6,0,3,0,0,3,5,0
4625,1,1,2,2,2,5,5,3,1,1,4,4,7,2,6,0,3,7,2,4,3,2,1,0,3,3,0
4626,1,3,3,9,0,0,0,3,6,0,3,6,0,9,6,2,2,6,3,3,4,2,0,0,3,5,0
4627,1,2,3,5,4,1,2,4,4,2,4,4,3,6,7,2,1,7,2,2,5,3,1,0,4,4,0
4628,2,3,2,7,2,1,1,4,5,4,5,1,7,2,7,1,2,5,4,1,4,5,1,0,4,6,0
4629,1,3,3,6,1,3,2,4,4,1,3,6,4,5,5,2,3,7,2,3,4,2,1,1,3,3,0
4630,1,2,2,5,0,4,4,2,4,2,4,4,8,1,4,1,5,8,1,6,3,1,1,1,2,4,0
4631,1,2,4,3,1,6,6,3,0,1,1,7,4,5,2,0,7,9,0,7,2,0,0,0,2,1,0
4632,1,3,2,9,0,0,0,3,6,0,4,5,0,9,9,0,0,9,0,1,5,4,0,0,4,3,0
4633,2,4,2,8,1,0,0,1,8,0,4,5,2,7,5,4,0,9,0,1,7,2,1,0,4,3,0
4634,1,5,3,5,1,4,0,4,5,0,9,0,0,9,5,1,3,5,4,3,2,3,2,1,5,6,0
4635,1,3,4,7,0,2,2,4,4,0,3,6,9,0,4,2,3,9,0,3,4,2,1,0,3,1,0
4636,1,2,3,3,2,5,5,4,2,0,8,1,2,7,5,2,2,8,1,4,5,1,0,0,2,2,0
4637,1,3,2,9,0,0,0,1,8,1,2,7,6,3,8,1,1,7,2,2,4,4,1,0,4,4,0
4638,1,2,2,3,4,3,1,8,1,0,5,4,8,1,4,1,5,9,0,7,2,1,0,0,2,3,0
4639,1,3,4,7,0,2,0,3,6,0,3,6,1,8,7,2,0,7,2,4,3,3,0,0,3,3,0
4640,1,3,3,5,2,3,2,3,6,2,4,4,1,8,6,2,2,6,3,2,4,3,1,0,3,5,0
4641,1,3,3,8,1,1,1,3,5,1,4,5,2,7,5,4,0,6,3,3,4,4,0,0,4,4,0
4642,1,3,3,6,0,3,2,4,4,4,4,2,0,9,6,3,2,5,4,1,4,4,1,0,5,4,1
4643,1,3,3,7,1,2,1,3,6,1,7,1,7,2,7,2,1,6,3,1,5,4,1,0,4,6,0
4644,1,2,3,5,1,3,0,2,7,0,2,7,9,0,6,1,3,7,2,3,3,4,0,0,4,3,0
4645,1,2,4,9,0,0,3,4,3,4,3,3,3,6,4,4,2,7,2,0,4,1,1,4,9,5,0
4646,2,4,3,8,1,1,1,3,6,1,7,2,1,8,8,0,1,4,5,0,5,4,0,0,4,6,0
4647,1,2,3,5,0,4,4,3,3,0,3,6,0,9,3,2,4,7,2,6,3,0,0,0,2,4,0
4648,1,3,3,5,1,3,0,3,6,0,2,7,7,2,6,1,3,7,2,3,5,2,0,0,3,6,0
4649,1,2,4,5,0,4,4,4,2,2,4,4,7,2,6,1,2,6,3,0,2,4,3,0,6,4,0
4650,2,4,2,9,0,0,0,1,8,4,5,1,0,9,8,1,0,3,6,0,3,5,2,0,5,8,1
4651,1,3,3,7,0,2,2,2,6,1,5,3,3,6,7,1,2,4,5,1,3,6,1,0,4,1,0
4652,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0
4653,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0
4654,1,4,3,7,1,1,1,3,6,2,5,3,1,8,8,0,1,5,4,0,5,4,0,0,4,8,0
4655,1,3,3,8,0,1,1,2,6,4,3,2,2,7,6,3,1,4,5,1,1,5,3,0,6,7,0
4656,1,2,2,3,4,3,1,8,1,0,5,4,8,1,4,1,5,9,0,7,2,1,0,0,2,3,0
4657,1,3,3,9,0,0,0,3,6,5,3,2,0,9,7,2,0,2,7,0,5,0,4,0,7,7,0
4658,1,3,3,6,2,1,1,4,4,1,3,6,5,4,6,1,2,6,3,2,4,3,1,1,4,5,0
4659,1,4,2,9,0,0,0,3,6,2,4,4,0,9,9,0,0,7,2,0,5,4,0,0,4,5,1
4660,1,4,2,9,0,0,0,3,6,0,4,5,3,6,7,1,1,5,4,2,7,0,0,0,3,8,0
4661,1,3,3,9,0,0,0,5,4,0,2,7,5,4,8,1,0,8,1,4,3,2,0,0,3,3,0
4662,1,3,3,6,1,3,2,3,4,2,3,5,5,4,5,1,3,7,2,3,2,4,1,0,4,6,0
4663,1,3,2,6,2,2,2,3,5,2,4,4,6,3,6,1,3,5,4,2,3,3,2,1,5,7,1
4664,1,2,3,4,2,4,4,4,3,1,3,5,6,3,6,1,3,8,1,4,3,3,0,0,3,1,0
4665,1,3,3,8,1,0,0,4,5,1,7,1,8,1,9,0,0,6,3,3,3,3,1,0,3,4,0
4666,1,2,4,5,2,2,2,3,4,0,1,8,8,1,4,0,5,8,1,5,4,1,1,0,3,1,0
4667,1,4,3,9,0,0,0,5,4,0,1,8,4,5,9,0,0,4,5,1,4,4,1,0,4,1,0
4668,1,4,3,7,0,2,2,2,6,2,2,5,5,4,5,4,0,7,2,4,5,0,0,0,3,4,0
4669,1,3,4,9,0,0,0,6,3,0,6,3,4,6,9,0,0,6,4,3,4,4,0,0,4,6,0
4670,1,2,2,9,0,0,4,3,2,1,6,3,8,1,7,0,2,7,2,1,4,3,3,0,6,2,0
4671,1,3,3,5,2,3,2,3,4,2,3,5,3,6,5,1,3,7,2,3,4,2,1,1,4,4,2
4672,1,3,3,7,0,2,1,4,5,1,4,4,2,7,5,4,0,6,3,3,2,4,2,2,6,8,0
4673,1,2,2,2,6,2,2,5,3,0,5,4,9,0,7,0,2,9,0,4,2,2,2,0,4,4,0
